type	latitude	longitude	altitude (ft)	eos	name
T	25.789698000	-80.172650000	0.3		
T	25.782596000	-80.135483000	3.0		
T	25.786870000	-80.129835000	3.9		
T	25.773188000	-80.133644000	4.9		
T	25.780254000	-80.135925000	3.0		
T	25.774038000	-80.133457000	4.6		
T	25.772369000	-80.133156000	5.3		
T	25.806632000	-80.125467000	1.6		
T	25.788049000	-80.136139000	2.4		
T	25.781715000	-80.134360000	3.6		
T	25.781715000	-80.134360000	3.6		
T	25.776512000	-80.136451000	2.6		
T	25.775347000	-80.138665000	1.7		
T	25.780802000	-80.134324000	3.6		
T	25.775939000	-80.151309000	0.3		
T	25.779183000	-80.158955000	0.3		
T	25.780338000	-80.150161000	0.3		
T	25.788749000	-80.159674000	4.5		
T	25.784630000	-80.165330000	0.7		
T	25.800948000	-80.144200000	0.3		
T	25.778251000	-80.156882000	0.3		
T	25.797790000	-80.141607000	0.3		
T	25.787979000	-80.155043000	3.9		
T	25.789766000	-80.163685000	4.3		
T	25.800900000	-80.146287000	2.0		
T	25.808793000	-80.137840000	0.1		
T	25.802916000	-80.143016000	0.3		
T	25.780041000	-80.163892000	0.3		
T	25.801862000	-80.139639000	0.3		
T	25.804673000	-80.146686000	1.1		
T	25.783207000	-80.158723000	1.5		
T	25.792161000	-80.154317000	3.6		
T	25.791865000	-80.163809000	3.7		
T	25.790789000	-80.175808000	1.0		
T	25.799084000	-80.141746000	3.4		
T	25.789805000	-80.167526000	0.3		
T	25.788991000	-80.155732000	3.5		
T	25.779684000	-80.163071000	0.3		
T	25.800073000	-80.142000000	2.1		
T	25.799309000	-80.141636000	3.1		
T	25.793591000	-80.159944000	4.6		
T	25.786556000	-80.159056000	4.3		
T	25.791227000	-80.159810000	4.5		
T	25.791154000	-80.162180000	4.4		
T	25.786769000	-80.159469000	4.3		
T	25.788538000	-80.163540000	4.0		
T	25.805760000	-80.145403000	0.3		
T	25.789805000	-80.167526000	0.3		
T	25.808186000	-80.138445000	0.3		
T	25.780130000	-80.161143000	0.3		
T	25.794776000	-80.158451000	4.5		
T	25.778733000	-80.160873000	0.3		
T	25.792877000	-80.159880000	5.0		
T	25.792035000	-80.163819000	3.7		
T	25.807784000	-80.138869000	0.2		
T	25.795281000	-80.159681000	3.2		
T	25.800948000	-80.144200000	0.3		
T	25.778970000	-80.161425000	0.3		
T	25.788143000	-80.162961000	3.4		
T	25.804133000	-80.144876000	1.0		
T	25.789165000	-80.158119000	4.4		
T	25.807216000	-80.126216000	3.4		
T	25.791136000	-80.167759000	0.3		
T	25.781467000	-80.158419000	2.6		
T	25.790537000	-80.170745000	0.3		
T	25.807577000	-80.139064000	0.3		
T	25.783701000	-80.163561000	1.2		
T	25.790373000	-80.159768000	4.5		
T	25.778065000	-80.156769000	0.3		
T	25.804132000	-80.143370000	0.3		
T	25.799976000	-80.146261000	2.5		
T	25.789332000	-80.158129000	4.4		
T	25.766816000	-80.132849000	4.2		
T	25.788915000	-80.159684000	4.5		
T	25.796682000	-80.141053000	0.3		
T	25.793199000	-80.163470000	3.9		
T	25.799328000	-80.144901000	2.4		
T	25.788826000	-80.158101000	4.3		
T	25.796727000	-80.143624000	0.3		
T	25.791387000	-80.166813000	0.2		
T	25.788604000	-80.162107000	3.6		
T	25.792199000	-80.159865000	4.7		
T	25.789594000	-80.170048000	0.3		
T	25.781749000	-80.164589000	0.3		
T	25.790037000	-80.162115000	4.1		
T	25.788894000	-80.163634000	4.4		
T	25.788784000	-80.162076000	4.2		
T	25.805578000	-80.126831000	3.2		
T	25.780655000	-80.165980000	0.3		
T	25.785571000	-80.164934000	0.6		
T	25.768730000	-80.137624000	0.4		
T	25.782736000	-80.166793000	0.2		
T	25.796727000	-80.143624000	0.3		
T	25.798917000	-80.130271000	2.3		
T	25.781678000	-80.167969000	0.3		
T	25.781863000	-80.159426000	2.2		
T	25.789193000	-80.155743000	3.6		
T	25.799502000	-80.126727000	3.5		
T	25.791425000	-80.162197000	4.4		
T	25.791065000	-80.172999000	0.3		
T	25.798825000	-80.144617000	1.3		
T	25.788989000	-80.162055000	3.9		
T	25.789587000	-80.159723000	4.4		
T	25.804956000	-80.145480000	1.8		
T	25.789082000	-80.159693000	4.5		
T	25.789249000	-80.159703000	4.6		
T	25.783275000	-80.158881000	1.6		
T	25.770063000	-80.132511000	4.8		
T	25.782199000	-80.165541000	0.3		
T	25.790258000	-80.155799000	3.5		
T	25.791256000	-80.166619000	0.3		
T	25.791253000	-80.155865000	3.5		
T	25.789816000	-80.167899000	0.3		
T	25.781574000	-80.167827000	0.3		
T	25.791211000	-80.163770000	4.0		
T	25.787236000	-80.158011000	4.7		
T	25.790869000	-80.175391000	0.7		
T	25.792604000	-80.162271000	4.3		
T	25.802032000	-80.145607000	1.4		
T	25.792565000	-80.155943000	3.6		
T	25.791705000	-80.163800000	3.8		
T	25.804935000	-80.143908000	0.7		
T	25.788778000	-80.155721000	3.5		
T	25.791968000	-80.158287000	4.5		
T	25.805086000	-80.144461000	1.2		
T	25.792446000	-80.158313000	4.5		
T	25.791459000	-80.158258000	4.4		
T	25.790319000	-80.158183000	4.4		
T	25.791020000	-80.173900000	0.3		
T	25.792951000	-80.158341000	4.4		
T	25.802639000	-80.133607000	3.0		
T	25.782493000	-80.166224000	0.3		
T	25.793754000	-80.159431000	6.4		
T	25.808750000	-80.125531000	3.9		
T	25.802881000	-80.128028000	3.1		
T	25.782472000	-80.158404000	4.4		
T	25.782826000	-80.161533000	1.4		
T	25.793208000	-80.155410000	3.3		
T	25.795062000	-80.137452000	0.6		
T	25.791423000	-80.155875000	3.5		
T	25.782673000	-80.166640000	0.3		
T	25.791228000	-80.159121000	6.6		
T	25.782140000	-80.165402000	0.3		
T	25.788997000	-80.158110000	4.3		
T	25.790790000	-80.178546000	0.2		
T	25.790921000	-80.155834000	3.4		
T	25.800377000	-80.134387000	2.6		
T	25.802000000	-80.146879000	1.5		
T	25.791401000	-80.162715000	6.3		
T	25.782020000	-80.167943000	0.3		
T	25.797237000	-80.143753000	0.3		
T	25.804365000	-80.139084000	0.4		
T	25.788985000	-80.163156000	5.9		
T	25.806954000	-80.126356000	3.4		
T	25.784783000	-80.163755000	3.6		
T	25.796749000	-80.142716000	0.3		
T	25.801531000	-80.142780000	2.0		
T	25.799502000	-80.126727000	3.5		
T	25.781019000	-80.166826000	0.3		
T	25.796731000	-80.143446000	0.3		
T	25.808186000	-80.126565000	3.6		
T	25.806412000	-80.127479000	3.3		
T	25.780946000	-80.163808000	0.3		
T	25.807557000	-80.128141000	3.3		
T	25.808364000	-80.127122000	3.5		
T	25.804182000	-80.127457000	3.0		
T	25.780917000	-80.165344000	0.3		
T	25.791201000	-80.169012000	0.3		
T	25.797240000	-80.143568000	0.3		
T	25.778103000	-80.131297000	4.3		
T	25.780187000	-80.164729000	0.3		
T	25.789708000	-80.173528000	0.4		
T	25.799348000	-80.143328000	2.1		
T	25.802385000	-80.128086000	3.2		
T	25.799502000	-80.138901000	0.9		
T	25.809077000	-80.136786000	1.4		
T	25.790961000	-80.162167000	4.4		
T	25.801791000	-80.144617000	0.7		
T	25.781592000	-80.165340000	0.3		
T	25.796320000	-80.141380000	0.3		
T	25.802459000	-80.138983000	0.3		
T	25.802074000	-80.144243000	1.0		
T	25.796712000	-80.144177000	0.3		
T	25.806205000	-80.126598000	3.3		
T	25.809773000	-80.133158000	0.3		
T	25.843151000	-80.128384000	1.0		
T	25.781517000	-80.133752000	3.6		
T	25.797457000	-80.139900000	0.3		
T	25.793440000	-80.155002000	3.3		
T	25.793609000	-80.155167000	3.3		
T	25.804924000	-80.142897000	0.3		
T	25.804709000	-80.139253000	0.4		
T	25.781338000	-80.163457000	0.3		
T	25.809213000	-80.126701000	3.6		
T	25.802995000	-80.133563000	2.6		
T	25.807054000	-80.138678000	0.3		
T	25.771285000	-80.135578000	4.3		
T	25.781906000	-80.157123000	5.1		
T	25.787785000	-80.159619000	4.4		
T	25.804314000	-80.132734000	2.3		
T	25.799303000	-80.145334000	2.9		
T	25.796720000	-80.140022000	0.5		
T	25.790627000	-80.159264000	6.3		
T	25.802626000	-80.138989000	0.4		
T	25.798998000	-80.134398000	2.6		
T	25.803946000	-80.132847000	3.0		
T	25.792324000	-80.155223000	3.3		
T	25.803171000	-80.133541000	2.6		
T	25.809016000	-80.129604000	2.6		
T	25.806108000	-80.132184000	1.9		
T	25.792443000	-80.158828000	6.1		
T	25.808761000	-80.126065000	3.6		
T	25.799491000	-80.134154000	2.6		
T	25.802602000	-80.128051000	3.1		
T	25.801294000	-80.138940000	0.4		
T	25.783671000	-80.162213000	3.6		
T	25.783308000	-80.139432000	1.2		
T	25.795806000	-80.143319000	0.3		
T	25.805267000	-80.127650000	3.1		
T	25.784255000	-80.162526000	4.8		
T	25.787932000	-80.158052000	4.6		
T	25.803779000	-80.128546000	3.5		
T	25.781057000	-80.165665000	0.3		
T	25.788103000	-80.159120000	6.4		
T	25.789708000	-80.173528000	0.4		
T	25.801212000	-80.133786000	2.6		
T	25.806357000	-80.132106000	1.8		
T	25.769795000	-80.138372000	0.4		
T	25.809828000	-80.130688000	1.3		
T	25.805423000	-80.143919000	0.6		
T	25.787782000	-80.158738000	6.5		
T	25.807719000	-80.127284000	3.3		
T	25.798194000	-80.139190000	0.5		
T	25.809978000	-80.126447000	3.5		
T	25.792287000	-80.149908000	0.3		
T	25.797539000	-80.143945000	0.3		
T	25.797254000	-80.142869000	0.3		
T	25.804090000	-80.128119000	3.2		
T	25.792343000	-80.154863000	3.3		
T	25.794848000	-80.159225000	5.9		
T	25.795795000	-80.143663000	0.3		
T	25.789039000	-80.155030000	3.3		
T	25.809213000	-80.126701000	3.6		
T	25.792708000	-80.163068000	5.9		
T	25.807247000	-80.130488000	2.5		
T	25.783487000	-80.139436000	1.2		
T	25.798562000	-80.135470000	2.3		
T	25.797552000	-80.144464000	0.3		
T	25.802816000	-80.133585000	2.7		
T	25.804142000	-80.132786000	2.7		
T	25.802093000	-80.138971000	0.3		
T	25.808689000	-80.130333000	2.0		
T	25.808432000	-80.131625000	2.5		
T	25.798344000	-80.139086000	0.7		
T	25.785078000	-80.140140000	1.0		
T	25.803112000	-80.138616000	0.4		
T	25.784785000	-80.164341000	3.6		
T	25.783328000	-80.160894000	4.6		
T	25.809368000	-80.128421000	3.4		
T	25.789808000	-80.158674000	6.1		
T	25.806412000	-80.127479000	3.3		
T	25.788933000	-80.158805000	6.3		
T	25.787205000	-80.128846000	3.1		
T	25.802462000	-80.133630000	2.8		
T	25.791079000	-80.155369000	3.3		
T	25.791770000	-80.155372000	3.3		
T	25.798344000	-80.135225000	2.6		
T	25.788091000	-80.158938000	6.6		
T	25.792643000	-80.155244000	3.3		
T	25.792088000	-80.159302000	6.9		
T	25.783879000	-80.161655000	5.0		
T	25.790654000	-80.130046000	4.3		
T	25.805057000	-80.130332000	2.7		
T	25.798811000	-80.138892000	0.8		
T	25.790292000	-80.159065000	6.5		
T	25.804984000	-80.126223000	2.8		
T	25.774476000	-80.132234000	4.8		
T	25.775454000	-80.142123000	0.3		
T	25.787075000	-80.159001000	6.2		
T	25.797583000	-80.143065000	0.3		
T	25.782318000	-80.158030000	4.5		
T	25.781898000	-80.157650000	5.2		
T	25.803217000	-80.134021000	2.7		
T	25.791891000	-80.162926000	6.6		
T	25.803527000	-80.133491000	3.0		
T	25.796776000	-80.135786000	2.9		
T	25.801517000	-80.133748000	2.6		
T	25.788985000	-80.163156000	5.9		
T	25.804902000	-80.131387000	2.6		
T	25.791791000	-80.154834000	3.3		
T	25.802950000	-80.138611000	0.3		
T	25.787505000	-80.159252000	6.3		
T	25.790792000	-80.155128000	3.3		
T	25.784220000	-80.138919000	1.4		
T	25.805858000	-80.127550000	3.2		
T	25.786062000	-80.143306000	0.3		
T	25.787611000	-80.159408000	5.8		
T	25.783487000	-80.139436000	1.2		
T	25.792599000	-80.163254000	5.9		
T	25.791785000	-80.155014000	3.3		
T	25.784396000	-80.140119000	1.0		
T	25.790726000	-80.168836000	0.3		
T	25.807765000	-80.137922000	0.3		
T	25.790465000	-80.176460000	2.2		
T	25.808075000	-80.131674000	2.3		
T	25.803760000	-80.139026000	0.3		
T	25.784267000	-80.140115000	1.0		
T	25.789616000	-80.163152000	6.3		
T	25.782122000	-80.166584000	0.3		
T	25.786349000	-80.142827000	0.3		
T	25.781373000	-80.156884000	5.4		
T	25.806800000	-80.129115000	3.2		
T	25.802963000	-80.128973000	3.3		
T	25.792501000	-80.138522000	2.1		
T	25.791243000	-80.159302000	6.6		
T	25.793272000	-80.138095000	2.3		
T	25.803020000	-80.134043000	2.6		
T	25.786756000	-80.139522000	1.3		
T	25.799502000	-80.126727000	3.5		
T	25.801388000	-80.133764000	2.6		
T	25.809058000	-80.130798000	1.5		
T	25.797844000	-80.134931000	2.7		
T	25.781286000	-80.166169000	0.3		
T	25.797359000	-80.139483000	0.8		
T	25.801929000	-80.133696000	2.4		
T	25.789307000	-80.162073000	4.1		
T	25.804811000	-80.186408000	1.6		
T	25.794521000	-80.159447000	6.3		
T	25.782216000	-80.166780000	0.3		
T	25.807172000	-80.138544000	0.3		
T	25.773457000	-80.136895000	3.3		
T	25.790501000	-80.174513000	2.1		
T	25.792671000	-80.139692000	1.8		
T	25.789580000	-80.147769000	0.3		
T	25.805305000	-80.130696000	2.6		
T	25.806811000	-80.129290000	3.0		
T	25.783565000	-80.140109000	1.0		
T	25.802105000	-80.133674000	2.4		
T	25.805037000	-80.130744000	2.6		
T	25.803608000	-80.138632000	0.5		
T	25.786981000	-80.136913000	2.0		
T	25.802529000	-80.129047000	3.3		
T	25.808421000	-80.129229000	3.0		
T	25.805892000	-80.129172000	3.0		
T	25.805411000	-80.200490000	15.6		
T	25.792210000	-80.163127000	6.4		
T	25.790548000	-80.173546000	0.4		
T	25.796134000	-80.140517000	0.3		
T	25.786048000	-80.142973000	0.3		
T	25.786044000	-80.143127000	0.3		
T	25.786349000	-80.142827000	0.3		
T	25.804842000	-80.130349000	3.0		
T	25.790588000	-80.172739000	0.3		
T	25.808062000	-80.128602000	3.3		
T	25.771397000	-80.137400000	2.9		
T	25.807201000	-80.131124000	2.2		
T	25.801954000	-80.128157000	3.2		
T	25.771850000	-80.136328000	4.0		
T	25.808281000	-80.129248000	3.0		
T	25.809092000	-80.130277000	2.1		
T	25.797201000	-80.139556000	0.9		
T	25.806816000	-80.128695000	3.3		
T	25.808655000	-80.136781000	3.1		
T	25.794712000	-80.159415000	6.1		
T	25.808963000	-80.129153000	3.1		
T	25.800005000	-80.138528000	1.6		
T	25.808412000	-80.130371000	2.0		
T	25.785236000	-80.189906000	7.3		
T	25.806980000	-80.131237000	2.1		
T	25.806654000	-80.138451000	0.3		
T	25.770487000	-80.137273000	2.4		
T	25.797735000	-80.127291000	3.3		
T	25.773459000	-80.136682000	3.3		
T	25.805069000	-80.131352000	2.5		
T	25.807257000	-80.130642000	2.4		
T	25.793239000	-80.139223000	1.7		
T	25.806277000	-80.129722000	2.8		
T	25.786478000	-80.139513000	1.3		
T	25.800836000	-80.138550000	1.3		
T	25.804594000	-80.198305000	17.7		
T	25.788527000	-80.139079000	1.6		
T	25.806221000	-80.131485000	2.0		
T	25.806791000	-80.128480000	3.3		
T	25.807560000	-80.131741000	1.7		
T	25.809819000	-80.128361000	3.6		
T	25.784707000	-80.143256000	0.3		
T	25.790437000	-80.162837000	6.5		
T	25.790434000	-80.163018000	6.6		
T	25.785507000	-80.140156000	1.0		
T	25.802794000	-80.138605000	0.5		
T	25.810090000	-80.128321000	3.6		
T	25.771282000	-80.136130000	4.0		
T	25.798244000	-80.138722000	1.4		
T	25.789133000	-80.139095000	1.6		
T	25.785575000	-80.164349000	0.7		
T	25.783294000	-80.189595000	6.6		
T	25.790996000	-80.149694000	0.3		
T	25.771397000	-80.137400000	2.9		
T	25.790654000	-80.130046000	4.3		
T	25.774576000	-80.187423000	7.3		
T	25.790257000	-80.168054000	0.3		
T	25.773099000	-80.135695000	4.0		
T	25.792225000	-80.162765000	6.2		
T	25.799510000	-80.138516000	1.9		
T	25.786657000	-80.137207000	2.0		
T	25.807861000	-80.137220000	0.8		
T	25.798265000	-80.191829000	10.0		
T	25.798262000	-80.191979000	10.3		
T	25.775775000	-80.142225000	0.3		
T	25.808692000	-80.129191000	3.0		
T	25.783321000	-80.138906000	1.5		
T	25.771612000	-80.185408000	0.4		
T	25.806812000	-80.129438000	3.0		
T	25.853623000	-80.157680000	0.3		
T	25.802789000	-80.196709000	14.0		
T	25.794727000	-80.137616000	0.9		
T	25.790450000	-80.129027000	3.6		
T	25.808823000	-80.130315000	2.0		
T	25.794727000	-80.137616000	0.9		
T	25.804778000	-80.198878000	17.6		
T	25.803295000	-80.196265000	13.5		
T	25.802439000	-80.197770000	14.6		
T	25.801353000	-80.196052000	13.0		
T	25.809016000	-80.129604000	2.6		
T	25.806278000	-80.130580000	2.3		
T	25.844462000	-80.156997000	0.3		
T	25.773099000	-80.135695000	4.0		
T	25.792124000	-80.193565000	11.6		
T	25.776871000	-80.142521000	0.3		
T	25.785026000	-80.189605000	7.8		
T	25.780222000	-80.137043000	2.3		
T	25.772600000	-80.135187000	4.6		
T	25.801337000	-80.196507000	13.2		
T	25.789580000	-80.147769000	0.3		
T	25.801348000	-80.196205000	13.1		
T	25.808199000	-80.128582000	3.3		
T	25.795852000	-80.192617000	10.8		
T	25.784707000	-80.143256000	0.3		
T	25.781246000	-80.130759000	4.3		
T	25.802483000	-80.196548000	13.5		
T	25.802745000	-80.186615000	1.1		
T	25.813153000	-80.191714000	13.9		
T	25.777698000	-80.138740000	1.3		
T	25.807690000	-80.129857000	2.6		
T	25.802757000	-80.197631000	14.6		
T	25.771433000	-80.135210000	4.6		
T	25.781014000	-80.135940000	3.0		
T	25.779171000	-80.131687000	4.3		
T	25.783260000	-80.207399000	5.4		
T	25.802029000	-80.196836000	13.7		
T	25.778687000	-80.131334000	4.5		
T	25.774992000	-80.132144000	4.6		
T	25.808021000	-80.205209000	21.9		
T	25.770310000	-80.195202000	4.5		
T	25.802768000	-80.186579000	1.0		
T	25.801754000	-80.196521000	13.4		
T	25.786284000	-80.144285000	0.3		
T	25.807654000	-80.196886000	18.3		
T	25.805480000	-80.197490000	15.7		
T	25.805362000	-80.197486000	15.5		
T	25.806496000	-80.198238000	19.2		
T	25.783812000	-80.130268000	4.3		
T	25.794419000	-80.136506000	3.0		
T	25.805950000	-80.197736000	17.4		
T	25.807239000	-80.196860000	17.3		
T	25.794627000	-80.187087000	1.6		
T	25.807563000	-80.200524000	14.9		
T	25.781246000	-80.130759000	4.3		
T	25.769745000	-80.132686000	5.0		
T	25.809009000	-80.189350000	10.5		
T	25.805120000	-80.197479000	15.5		
T	25.776494000	-80.206767000	5.2		
T	25.788193000	-80.133856000	3.0		
T	25.781160000	-80.138328000	1.8		
T	25.809436000	-80.197862000	21.8		
T	25.782839000	-80.189736000	6.0		
T	25.797529000	-80.131597000	1.9		
T	25.806939000	-80.196389000	15.6		
T	25.807201000	-80.197940000	20.0		
T	25.795291000	-80.189025000	5.4		
T	25.770310000	-80.195202000	4.5		
T	25.809831000	-80.198911000	17.3		
T	25.803219000	-80.125300000	2.6		
T	25.784425000	-80.189780000	8.0		
T	25.789760000	-80.196802000	14.0		
T	25.805819000	-80.200642000	15.7		
T	25.774420000	-80.131345000	4.0		
T	25.795210000	-80.188272000	3.1		
T	25.813153000	-80.191714000	13.9		
T	25.805960000	-80.197426000	16.3		
T	25.808492000	-80.203879000	17.1		
T	25.809538000	-80.204378000	20.1		
T	25.783029000	-80.141886000	0.3		
T	25.809166000	-80.196321000	19.0		
T	25.808060000	-80.204966000	21.8		
T	25.771304000	-80.201176000	4.7		
T	25.780178000	-80.207564000	5.2		
T	25.789478000	-80.136185000	2.6		
T	25.780035000	-80.138176000	1.9		
T	25.774409000	-80.204186000	6.8		
T	25.806863000	-80.196045000	15.2		
T	25.793976000	-80.186673000	1.2		
T	25.776184000	-80.138048000	2.0		
T	25.781948000	-80.142781000	0.3		
T	25.794203000	-80.199638000	14.3		
T	25.795920000	-80.205961000	28.6		
T	25.807599000	-80.200679000	14.8		
T	25.809519000	-80.204858000	21.8		
T	25.806822000	-80.202097000	13.8		
T	25.781246000	-80.130759000	4.3		
T	25.790654000	-80.130046000	4.3		
T	25.793227000	-80.136966000	2.6		
T	25.789566000	-80.137888000	2.0		
T	25.789253000	-80.135721000	2.6		
T	25.942602000	-80.214684000	7.4		
T	25.807556000	-80.199929000	16.3		
T	25.781948000	-80.142781000	0.3		
T	25.789566000	-80.137888000	2.0		
T	25.772539000	-80.205992000	4.4		
T	25.803106000	-80.186536000	0.4		
T	25.813153000	-80.191714000	13.9		
T	25.809376000	-80.199988000	13.9		
T	25.813153000	-80.191714000	13.9		
T	25.807524000	-80.189856000	10.3		
T	25.808148000	-80.201972000	13.5		
T	25.807210000	-80.202420000	14.7		
T	25.784575000	-80.133269000	3.5		
T	25.794860000	-80.200075000	14.0		
T	25.800416000	-80.188365000	5.3		
T	25.770558000	-80.194158000	4.3		
T	25.773616000	-80.132874000	5.2		
T	25.808608000	-80.200558000	13.5		
T	25.793972000	-80.201767000	16.1		
T	25.781246000	-80.130759000	4.3		
T	25.789698000	-80.172650000	0.3		
T	25.781330000	-80.201087000	8.6		
T	25.777024000	-80.173650000	0.3		
T	25.789698000	-80.172650000	0.3		
T	25.808658000	-80.202761000	13.5		
T	25.788907000	-80.135038000	3.0		
T	25.781280000	-80.202149000	7.6		
T	25.771477000	-80.134015000	5.2		
T	25.807079000	-80.201563000	13.7		
T	25.782112000	-80.194218000	11.3		
T	25.770718000	-80.133086000	5.2		
T	25.805802000	-80.201101000	14.6		
T	25.908496000	-80.201325000	4.4		
T	25.789698000	-80.172650000	0.3		
T	25.780910000	-80.198304000	7.9		
T	25.778391000	-80.142520000	0.3		
T	25.787636000	-80.142621000	0.3		
T	25.780254000	-80.135925000	3.0		
T	25.790069000	-80.185747000	0.3		
T	25.807319000	-80.200078000	16.5		
T	25.775744000	-80.189652000	9.1		
T	25.787792000	-80.132668000	3.3		
T	25.777977000	-80.138096000	1.8		
T	25.796202000	-80.205973000	25.8		
T	25.795150000	-80.201641000	14.7		
T	25.789686000	-80.139590000	1.4		
T	25.813153000	-80.191714000	13.9		
T	25.797626000	-80.186176000	0.3		
T	25.807138000	-80.200360000	15.8		
T	25.807079000	-80.201563000	13.7		
T	25.772097000	-80.136293000	4.2		
T	25.794819000	-80.202269000	16.5		
T	25.794256000	-80.202290000	16.6		
T	25.805247000	-80.197483000	15.5		
T	25.778178000	-80.133672000	3.7		
T	25.807223000	-80.201954000	13.9		
T	25.781715000	-80.134360000	3.6		
T	25.789484000	-80.142785000	0.3		
T	25.805394000	-80.200949000	14.8		
T	25.793121000	-80.130438000	4.5		
T	26.270338000	-80.189799000	7.6		
T	25.813153000	-80.191714000	13.9		
T	25.783095000	-80.133221000	3.6		
T	25.788049000	-80.136139000	2.4		
T	25.808307000	-80.200709000	13.5		
T	25.793659000	-80.201552000	16.2		
T	25.786360000	-80.207514000	12.2		
